Station,year,julianset,juliancheck1,juliancheck2
246,2015,40,47,54
248,2015,20,27,34
249,2015,20,27,34
250,2015,20,27,34
251,2015,20,27,34
255,2015,21,28,35
257,2015,22,29,36
258,2015,23,30,37
259,2015,23,30,37
261,2015,44,51,58
262,2015,44,51,58
264,2015,21,28,34
265,2015,21,28,34
271,2015,0,6,13
273,2015,20,27,34
274,2015,20,27,34
275,2015,20,27,34
276,2015,22,29,36
277,2015,23,30,37
278,2015,23,30,37
279,2015,23,30,37
280,2015,40,47,54
281,2015,40,47,54
282,2015,40,47,54
283,2015,20,27,34
284,2015,21,28,35
286,2015,21,28,35
287,2015,42,49,56
288,2015,42,49,59
289,2015,42,49,56
292,2015,44,51,58
293,2015,44,51,58
294,2015,0,6,13
295,2015,43,50,57
296,2015,41,48,55
297,2015,44,51,58
298,2015,44,51,58
299,2015,44,51,58
300,2015,2,9,15
301,2015,41,48,55
302,2015,21,28,34
303,2015,21,28,34
304,2015,1,7,14
305,2015,1,7,14
307,2015,20,27,34
309,2015,20,27,34
310,2015,20,27,34
311,2015,23,30,37
312,2015,23,30,37
313,2015,23,30,37
314,2015,23,30,37
315,2015,23,30,37
316,2015,40,47,54
317,2015,40,47,54
318,2015,42,49,56
319,2015,42,49,56
320,2015,43,50,57
321,2015,43,50,57
324,2015,44,51,58
326,2015,42,49,56
327,2015,42,49,56
328,2015,2,9,15
329,2015,2,9,15
330,2015,44,51,58
331,2015,44,51,58
332,2015,44,51,58
333,2015,41,48,55
334,2015,41,48,55
335,2015,22,29,36
336,2015,22,29,36
337,2015,41,48,55
338,2015,1,7,14
340,2015,41,48,55
341,2015,20,27,34
342,2015,41,48,54
343,2015,42,49,55
344,2015,42,49,55
345,2015,42,49,55
346,2015,43,50,56
347,2015,44,51,57
348,2015,23,30,37
350,2015,42,49,56
351,2015,43,50,57
352,2015,43,50,57
353,2015,43,50,57
356,2015,42,49,56
357,2015,42,49,56
358,2015,43,50,58
359,2015,43,50,58
360,2015,22,29,36
361,2015,2,9,15
363,2015,21,28,35
364,2015,21,28,35
365,2015,21,28,35
366,2015,20,27,34
367,2015,20,27,34
368,2015,41,48,54
369,2015,42,49,55
370,2015,42,49,55
371,2015,42,49,55
372,2015,42,49,55
373,2015,43,50,56
374,2015,43,50,56
375,2015,43,50,57
376,2015,2,9,15
377,2015,22,29,36
378,2015,21,28,35
379,2015,21,28,35
380,2015,21,28,35
381,2015,21,28,35
382,2015,20,27,34
383,2015,41,48,54
384,2015,41,48,54
385,2015,42,49,55
386,2015,43,50,56
387,2015,43,50,56
388,2015,43,50,56
389,2015,2,9,15
390,2015,41,48,55
391,2015,23,30,36
392,2015,22,29,35
393,2015,20,27,34
394,2015,20,27,34
395,2015,41,48,54
396,2015,41,48,54
397,2015,41,48,54
398,2015,64,71,78
399,2015,64,71,78
400,2015,43,50,56
401,2015,43,50,56
402,2015,44,51,57
403,2015,44,51,57
404,2015,2,9,15
405,2015,65,72,79
406,2015,41,48,55
407,2015,41,48,55
409,2015,41,48,54
410,2015,64,71,78
411,2015,64,71,78
412,2015,64,71,78
413,2015,64,71,78
414,2015,44,51,57
415,2015,44,51,57
416,2015,44,51,57
417,2015,44,51,57
418,2015,65,72,79
421,2015,41,48,55
422,2015,23,30,36
424,2015,64,71,78
425,2015,64,71,78
426,2015,44,51,57
428,2015,22,29,35
429,2015,23,30,36
430,2015,23,30,36
431,2015,23,30,36
432,2015,62,69,76
433,2015,63,70,77
434,2015,63,70,77
435,2015,63,70,77
437,2015,40,47,54
438,2015,40,47,54
439,2015,40,47,54
440,2015,23,30,36
441,2015,23,30,36
444,2015,61,68,75
445,2015,61,68,75
446,2015,61,68,75
447,2015,62,69,76
448,2015,62,69,76
449,2015,62,69,76
450,2015,63,70,77
451,2015,63,70,77
452,2015,63,70,77
453,2015,41,48,55
454,2015,65,72,79
455,2015,65,72,79
456,2015,65,72,79
458,2015,22,29,35
460,2015,61,68,75
461,2015,61,68,75
462,2015,62,69,76
463,2015,62,69,76
464,2015,63,70,77
465,2015,63,70,77
467,2015,65,72,79
468,2015,65,72,79
469,2015,22,29,35
470,2015,22,29,35
472,2015,61,68,75
473,2015,61,68,75
474,2015,61,68,75
475,2015,62,69,76
476,2015,62,69,76
477,2015,43,50,57
478,2015,40,47,54
479,2015,22,29,35
480,2015,22,29,35
484,2015,63,70,76
485,2015,43,50,57
486,2015,43,50,57
487,2015,63,70,76
488,2015,63,70,76
489,2015,63,70,76
490,2015,-1,5,12
491,2015,-1,5,12
492,2015,-1,5,12
493,2015,43,50,57
496,2015,62,69,76
497,2015,-1,5,12
498,2015,63,70,78
499,2015,63,70,76
500,2015,63,70,76
501,2015,0,6,13
502,2015,0,6,13
503,2015,-1,5,12
504,2015,-1,5,12
505,2015,0,6,13
507,2015,62,69,76
508,2015,62,69,76
509,2015,62,69,76
510,2015,40,47,54
511,2015,63,70,78
512,2015,40,47,54
513,2015,40,47,54
514,2015,-1,5,12
515,2015,1,7,14
516,2015,1,7,14
517,2015,-1,5,12
518,2015,63,70,78
519,2015,62,69,76
520,2015,62,69,76
521,2015,63,70,78
522,2015,64,71,78
523,2015,63,70,78
524,2015,65,72,78
525,2015,65,72,78
526,2015,0,6,13
527,2015,65,72,78
528,2015,65,72,78
529,2015,65,72,78
530,2015,1,7,14
531,2015,1,7,14
532,2015,1,7,14
533,2015,0,6,13
534,2015,0,6,13
535,2015,0,6,13
536,2015,65,72,77
537,2015,65,72,77
538,2015,1,7,14
539,2015,1,7,14
540,2015,19,26,33
541,2015,20,27,34
542,2015,20,27,34
543,2015,20,27,34
544,2015,19,26,33
545,2015,19,26,33
546,2015,19,26,33
547,2015,19,26,33
548,2015,21,28,35
549,2015,21,28,35
550,2015,21,28,35
551,2015,20,27,34
552,2015,20,27,34
553,2015,20,27,34
554,2015,20,27,34
555,2015,19,26,33
556,2015,19,26,33
557,2015,20,27,33
558,2015,21,28,35
559,2015,21,28,35
560,2015,21,28,35
561,2015,21,28,35
562,2015,42,49,56
563,2015,42,49,56
564,2015,41,48,55
565,2015,41,48,55
566,2015,40,47,54
567,2015,40,47,54
568,2015,40,47,54
569,2015,40,47,54
570,2015,42,49,56
571,2015,42,49,56
572,2015,42,49,56
573,2015,41,48,55
574,2015,41,48,55
575,2015,41,48,55
576,2015,40,47,54
577,2015,40,47,54
578,2015,40,47,54
579,2015,41,48,55
580,2015,41,48,55
581,2015,40,47,54
582,2015,42,49,56
583,2015,42,49,56
584,2015,61,68,75
585,2015,61,68,75
586,2015,61,68,75
587,2015,61,68,75
588,2015,61,68,75
589,2015,61,68,75
590,2015,61,68,75
591,2015,61,68,75
592,2015,62,69,76
593,2015,62,69,76
594,2015,62,69,76
595,2015,62,69,76
596,2015,62,69,76
597,2015,62,69,76
598,2015,62,69,76
599,2015,63,70,77
600,2015,63,70,77
601,2015,63,70,77
602,2015,63,70,77
603,2015,63,70,77
604,2015,63,70,77
605,2015,63,70,77
606,2015,63,70,78
607,2015,64,71,78
608,2015,64,71,78
609,2015,22,29,36
610,2015,22,29,36
611,2015,20,27,34
612,2015,20,27,34
613,2015,20,27,34
614,2015,61,68,75
615,2015,40,47,54
616,2015,61,68,75
617,2015,20,27,34
618,2015,20,27,34
619,2015,20,27,34
620,2015,41,48,55
621,2015,41,48,55
622,2015,41,48,55
623,2015,61,68,75
624,2015,61,68,75
625,2015,20,27,34
626,2015,20,27,34
627,2015,41,48,55
628,2015,41,48,55
629,2015,41,48,55
630,2015,61,68,75
631,2015,61,68,75
632,2015,62,69,76
633,2015,62,69,76
634,2015,63,70,77
635,2015,40,47,57
636,2015,43,50,57
637,2015,20,27,34
638,2015,41,48,55
639,2015,62,69,76
640,2015,62,69,76
641,2015,63,70,77
642,2015,63,70,77
643,2015,63,70,77
644,2015,43,50,57
645,2015,40,47,57
646,2015,43,50,57
647,2015,43,50,57
648,2015,43,50,57
649,2015,61,68,75
650,2015,62,69,76
651,2015,62,69,76
652,2015,62,69,76
653,2015,63,70,77
654,2015,63,70,77
655,2015,43,50,57
656,2015,43,50,57
657,2015,43,50,57
658,2015,63,70,77
659,2015,65,72,79
660,2015,65,72,79
661,2015,43,50,57
662,2015,65,72,79
663,2015,65,72,79
664,2015,65,72,79
665,2015,64,71,78
666,2015,65,72,79
667,2015,65,72,79
668,2015,64,71,78
669,2015,64,71,78
670,2015,64,71,78
671,2015,64,71,78
672,2015,64,71,78
673,2015,64,71,78
674,2015,61,68,75
675,2015,43,50,57
676,2015,43,50,57
677,2015,61,68,75
678,2015,61,68,75
679,2015,43,50,57
680,2015,42,49,56
681,2015,42,49,56
682,2015,42,49,56
683,2015,42,49,56
684,2015,42,49,56
685,2015,42,49,56
686,2015,61,68,75
687,2015,61,68,75
688,2015,42,49,56
689,2015,41,48,55
690,2015,41,48,55
691,2015,61,68,75
692,2015,61,68,75
693,2015,62,69,76
694,2015,62,69,76
695,2015,41,48,55
696,2015,41,48,55
697,2015,41,48,55
698,2015,41,48,55
699,2015,41,48,55
700,2015,63,70,77
701,2015,62,69,76
702,2015,62,69,76
703,2015,62,69,76
704,2015,63,70,77
705,2015,64,71,78
706,2015,62,69,76
707,2015,62,69,76
708,2015,63,70,77
709,2015,63,70,77
710,2015,63,70,77
711,2015,63,70,77
712,2015,63,70,77
713,2015,64,71,78
714,2015,64,71,78
715,2015,64,71,78
716,2015,64,71,78
717,2015,64,71,78
718,2015,64,71,78
ADK - 0410,2016,55,62,69
ADK - 0550,2016,55,62,69
ADK - 0693,2016,55,62,69
ADK - 0775,2016,26,33,40
ADK - 0836,2016,55,62,69
ADK - 0905,2016,55,62,69
ADK - 0908,2016,55,62,69
ADK - 0910,2016,69,76,83
ADK - 0915,2016,14,21,28
ADK - 0920,2016,26,33,40
ADK - 0987,2016,26,33,40
ADK - 0992,2016,14,21,28
ADK - 1043,2016,55,62,69
ADK - 1048,2016,39,46,53
ADK - 1052,2016,68,75,82
ADK - 1054,2016,68,75,82
ADK - 1121,2016,69,76,83
ADK - 1123,2016,39,46,53
ADK - 1125,2016,68,75,82
ADK - 1196,2016,68,75,82
ADK - 1256,2016,38,45,52
ADK - 1258,2016,38,45,52
ADK - 1262,2016,38,45,52
ADK - 1266,2016,68,75,82
ADK - 1271,2016,26,33,40
ADK - 1332,2016,38,45,52
ADK - 1399,2016,38,45,52
ADK - 1400,2016,69,76,83
ADK - 1402,2016,69,76,83
ADK - 1408,2016,68,75,82
ADK - 1476,2016,69,76,83
ADK - 1483,2016,26,33,40
ADK - 1540,2016,69,76,83
ADK - 1554,2016,10,17,24
ADK - 1613,2016,53,60,67
ADK - 1617,2016,69,76,83
ADK - 1631,2016,11,18,25
ADK - 1678,2016,38,45,52
ADK - 1688,2016,53,60,67
ADK - 1694,2016,10,17,24
ADK - 1820,2016,38,45,52
ADK - 1830,2016,39,46,53
ADK - 1839,2016,10,17,24
ADK - 1902,2016,39,46,53
ADK - 1910,2016,10,17,24
ADK - 1961,2016,38,45,52
ADK - 1976,2016,39,46,53
ADK - 1981,2016,10,17,24
ADK - 2032,2016,38,45,52
ADK - 2035,2016,39,46,53
ADK - 2041,2016,53,60,67
ADK - 2049,2016,11,18,25
ADK - 2053,2016,13,20,27
ADK - 2182,2016,53,60,67
ADK - 2187,2016,33,40,47
ADK - 2265,2016,13,20,27
ADK - 2327,2016,33,40,47
ADK - 2332,2016,11,18,25
ADK - 2333,2016,11,18,25
ADK - 2336,2016,25,32,39
ADK - 2384,2016,40,47,54
ADK - 2387,2016,40,47,54
ADK - 2404,2016,11,18,25
ADK - 2452,2016,40,47,54
ADK - 2478,2016,10,17,24
ADK - 2527,2016,40,47,54
ADK - 2541,2016,40,47,54
ADK - 2542,2016,40,47,54
ADK - 2546,2016,10,17,24
ADK - 2547,2016,10,17,24
ADK - 2619,2016,13,20,27
ADK - 2621,2016,13,20,27
ADK - 2672,2016,41,48,55
ADK - 2674,2016,41,48,55
ADK - 2751,2016,40,47,54
ADK - 2753,2016,41,48,55
ADK - 2761,2016,12,19,26
ADK - 2822,2016,40,47,54
ADK - 2832,2016,12,19,26
ADK - 2888,2016,39,46,53
ADK - 2891,2016,39,46,53
ADK - 2957,2016,41,48,55
ADK - 2972,2016,12,19,26
ADK - 3032,2016,39,46,53
ADK - 3043,2016,12,19,26
ADK - 3047,2016,11,18,25
ADK - 3106,2016,39,46,53
ADK - 3111,2016,14,21,28
ADK - 3119,2016,10,17,24
ADK - 3190,2016,10,17,24
ADK - 3256,2016,11,18,25
ADK - 3321,2016,13,20,27
ADK - 3330,2016,12,19,26
ADK - 3394,2016,13,20,27
ADK - 3400,2016,13,20,27
ADK - 3603,2016,14,21,28
ADK - 3607,2016,14,21,28
TH - 0403,2016,25,32,39
TH - 0405,2016,48,55,62
TH - 0406,2016,48,55,62
TH - 0476,2016,48,55,62
TH - 0540,2016,69,76,83
TH - 0542,2016,48,55,62
TH - 0614,2016,25,32,39
TH - 0678,2016,14,21,28
TH - 0684,2016,25,32,39
TH - 0685,2016,4,11,18
TH - 0756,2016,35,42,49
TH - 0818,2016,48,55,62
TH - 0893,2016,4,11,18
TH - 0898,2016,69,76,83
TH - 0959,2016,4,11,18
TH - 0960,2016,25,32,39
TH - 0969,2016,69,76,83
TH - 1029,2016,48,55,62
TH - 1036,2016,69,76,83
TH - 1099,2016,48,55,62
TH - 1105,2016,69,76,83
TH - 1107,2016,48,55,62
TH - 1173,2016,48,55,62
TH - 1236,2016,47,54,61
TH - 1306,2016,47,54,61
TH - 1309,2016,47,54,61
TH - 1314,2016,48,55,62
TH - 1315,2016,48,55,62
TH - 1391,2016,45,52,59
TH - 1448,2016,47,54,61
TH - 1452,2016,27,34,41
TH - 1462,2016,45,52,59
TH - 1463,2016,45,52,59
TH - 1521,2016,47,54,61
TH - 1529,2016,45,52,59
TH - 1530,2016,45,52,59
TH - 1666,2016,27,34,41
TH - 1668,2016,27,34,41
TH - 1673,2016,67,74,81
TH - 1733,2016,24,31,38
TH - 1734,2016,24,31,38
TH - 1740,2016,27,34,41
TH - 1742,2016,27,34,41
TH - 1811,2016,49,56,63
TH - 1877,2016,66,73,80
TH - 1884,2016,49,56,63
TH - 1950,2016,66,73,80
TH - 1951,2016,66,73,80
TH - 2011,2016,6,13,20
TH - 2015,2016,66,73,80
TH - 2022,2016,66,73,80
TH - 2083,2016,6,13,20
TH - 2092,2016,24,31,38
TH - 2162,2016,24,31,38
TH - 2226,2016,67,74,81
TH - 2228,2016,67,74,81
TH - 2238,2016,49,56,63
TH - 2239,2016,49,56,63
TH - 2374,2016,25,32,39
TH - 2506,2016,6,13,20
TH - 2577,2016,6,13,20
TH - 2585,2016,25,32,39
TH - 2651,2016,65,72,79
TH - 2656,2016,25,32,39
TH - 2719,2016,6,13,20
TH - 2722,2016,67,74,81
TH - 2795,2016,8,15,22
TH - 2866,2016,3,10,17
TH - 2871,2016,4,11,18
TH - 2872,2016,4,11,18
TH - 2874,2016,4,11,18
TH - 2936,2016,3,10,17
TH - 2940,2016,25,32,39
TH - 2942,2016,4,11,18
TH - 2943,2016,4,11,18
TH - 3073,2016,3,10,17
TH - 3076,2016,3,10,17
TH - 3092,2016,70,77,84
TH - 3154,2016,25,32,39
TH - 3157,2016,70,77,84
TH - 3160,2016,70,77,84
TH - 3304,2016,70,77,84
TH - 3369,2016,70,77,84
TH - 3372,2016,4,11,18
TH - 3444,2016,4,11,18
TH - 3445,2016,4,11,18
TH - 3518,2016,4,11,18
TH - 3591,2016,25,32,39
TH - 3659,2016,27,34,41
TH - 3662,2016,25,32,39
TH - 3663,2016,4,11,18
TH - 3737,2016,25,32,39
TH - 3803,2016,25,32,39
TH - 3806,2016,49,56,63
TH - 3879,2016,49,56,63
TH - 3947,2016,49,56,63
TH - 3949,2016,49,56,63
TH - 4022,2016,49,56,63
ADK - 0410,2017,24,31,38
ADK - 0550,2017,57,64,71
ADK - 0693,2017,57,64,71
ADK - 0775,2017,23,30,37
ADK - 0905,2017,57,64,71
ADK - 0908,2017,25,32,39
ADK - 0910,2017,25,32,39
ADK - 0915,2017,23,30,37
ADK - 0920,2017,24,31,38
ADK - 0987,2017,24,31,38
ADK - 0992,2017,24,31,38
ADK - 1048,2017,30,37,44
ADK - 1052,2017,27,34,41
ADK - 1054,2017,27,34,41
ADK - 1121,2017,25,32,39
ADK - 1123,2017,27,34,41
ADK - 1125,2017,27,34,41
ADK - 1196,2017,27,34,41
ADK - 1256,2017,57,64,71
ADK - 1258,2017,30,37,44
ADK - 1262,2017,25,32,39
ADK - 1266,2017,27,34,41
ADK - 1271,2017,58,65,72
ADK - 1332,2017,25,32,39
ADK - 1399,2017,30,37,44
ADK - 1400,2017,30,37,44
ADK - 1402,2017,30,37,44
ADK - 1408,2017,27,34,41
ADK - 1483,2017,58,65,72
ADK - 1540,2017,23,30,37
ADK - 1554,2017,58,65,72
ADK - 1613,2017,23,30,37
ADK - 1617,2017,27,34,41
ADK - 1631,2017,26,33,40
ADK - 1678,2017,19,26,33
ADK - 1688,2017,30,37,44
ADK - 1694,2017,26,33,40
ADK - 1820,2017,19,26,33
ADK - 1830,2017,22,29,36
ADK - 1839,2017,26,33,40
ADK - 1902,2017,22,29,36
ADK - 1910,2017,26,33,40
ADK - 1961,2017,19,26,33
ADK - 1976,2017,23,30,37
ADK - 1981,2017,26,33,40
ADK - 2032,2017,19,26,33
ADK - 2035,2017,18,25,32
ADK - 2041,2017,26,33,40
ADK - 2049,2017,23,30,37
ADK - 2053,2017,26,33,40
ADK - 2182,2017,18,25,32
ADK - 2187,2017,18,25,32
ADK - 2265,2017,24,31,38
ADK - 2332,2017,24,31,38
ADK - 2333,2017,24,31,38
ADK - 2336,2017,24,31,38
ADK - 2384,2017,30,37,44
ADK - 2387,2017,30,37,44
ADK - 2404,2017,24,31,38
ADK - 2452,2017,30,37,44
ADK - 2478,2017,78,85,92
ADK - 2527,2017,18,25,32
ADK - 2541,2017,25,32,39
ADK - 2542,2017,25,32,39
ADK - 2546,2017,24,31,38
ADK - 2547,2017,61,68,75
ADK - 2619,2017,71,78,85
ADK - 2621,2017,71,78,85
ADK - 2751,2017,71,78,85
ADK - 2761,2017,72,79,86
ADK - 2822,2017,71,78,85
ADK - 2832,2017,72,79,86
ADK - 2972,2017,60,67,74
ADK - 3032,2017,54,61,68
ADK - 3043,2017,58,65,72
ADK - 3047,2017,59,66,73
ADK - 3106,2017,54,61,68
ADK - 3111,2017,58,65,72
ADK - 3119,2017,60,67,74
ADK - 3190,2017,60,67,74
ADK - 3321,2017,57,64,71
ADK - 3394,2017,57,64,71
ADK - 3603,2017,54,61,68
ADK - 3607,2017,54,61,68
TH - 0403,2017,25,32,39
TH - 0405,2017,25,32,39
TH - 0406,2017,25,32,39
TH - 0476,2017,25,32,39
TH - 0540,2017,67,74,81
TH - 0542,2017,4,11,18
TH - 0614,2017,25,32,39
TH - 0678,2017,57,64,71
TH - 0684,2017,46,53,60
TH - 0685,2017,4,11,18
TH - 0756,2017,4,11,18
TH - 0818,2017,74,81,88
TH - 0893,2017,67,74,81
TH - 0898,2017,4,11,18
TH - 0959,2017,67,74,81
TH - 0960,2017,46,53,60
TH - 0969,2017,4,11,18
TH - 1029,2017,43,50,57
TH - 1036,2017,67,74,81
TH - 1099,2017,43,50,57
TH - 1105,2017,67,74,81
TH - 1107,2017,66,73,80
TH - 1173,2017,53,60,67
TH - 1236,2017,46,53,60
TH - 1306,2017,46,53,60
TH - 1309,2017,46,53,60
TH - 1314,2017,43,50,57
TH - 1315,2017,43,50,57
TH - 1391,2017,44,51,58
TH - 1448,2017,46,53,60
TH - 1452,2017,25,32,39
TH - 1462,2017,44,51,58
TH - 1463,2017,44,51,58
TH - 1521,2017,46,53,60
TH - 1529,2017,44,51,58
TH - 1530,2017,44,51,58
TH - 1666,2017,25,32,39
TH - 1668,2017,25,32,39
TH - 1673,2017,65,72,79
TH - 1733,2017,22,29,36
TH - 1734,2017,22,29,36
TH - 1740,2017,25,32,39
TH - 1742,2017,25,32,39
TH - 1811,2017,65,72,79
TH - 1877,2017,22,29,36
TH - 1884,2017,65,72,79
TH - 1950,2017,45,52,59
TH - 1951,2017,44,51,58
TH - 2011,2017,3,10,17
TH - 2015,2017,64,71,78
TH - 2022,2017,44,51,58
TH - 2083,2017,3,10,17
TH - 2092,2017,22,29,36
TH - 2162,2017,22,29,36
TH - 2226,2017,64,71,78
TH - 2228,2017,64,71,78
TH - 2238,2017,45,52,59
TH - 2239,2017,45,52,59
TH - 2374,2017,23,30,37
TH - 2506,2017,3,10,17
TH - 2577,2017,3,10,17
TH - 2585,2017,23,30,37
TH - 2651,2017,67,74,81
TH - 2656,2017,23,30,37
TH - 2719,2017,3,10,17
TH - 2722,2017,67,74,81
TH - 2795,2017,8,15,22
TH - 2866,2017,8,15,22
TH - 2871,2017,2,9,16
TH - 2872,2017,2,9,16
TH - 2874,2017,2,9,16
TH - 2936,2017,8,15,22
TH - 2940,2017,23,30,37
TH - 2942,2017,2,9,16
TH - 2943,2017,2,9,16
TH - 3073,2017,11,18,25
TH - 3076,2017,8,15,22
TH - 3092,2017,67,74,81
TH - 3154,2017,23,30,37
TH - 3157,2017,67,74,81
TH - 3160,2017,67,74,81
TH - 3304,2017,46,53,60
TH - 3369,2017,67,74,81
TH - 3372,2017,46,53,60
TH - 3444,2017,46,53,60
TH - 3445,2017,46,53,60
TH - 3518,2017,24,31,38
TH - 3591,2017,24,31,38
TH - 3659,2017,24,31,38
TH - 3662,2017,24,31,38
TH - 3663,2017,2,9,16
TH - 3737,2017,2,9,16
TH - 3803,2017,24,31,38
TH - 3806,2017,2,9,16
TH - 3879,2017,2,9,16
TH - 3947,2017,2,9,16
TH - 3949,2017,2,9,16
TH - 4022,2017,2,9,16
ADK - 0410,2018,21,28,35
ADK - 0550,2018,32,39,46
ADK - 0693,2018,17,24,31
ADK - 0775,2018,16,23,30
ADK - 0836,2018,32,39,46
ADK - 0905,2018,28,35,42
ADK - 0908,2018,51,58,65
ADK - 0910,2018,50,57,64
ADK - 0915,2018,16,23,30
ADK - 0920,2018,16,23,30
ADK - 0987,2018,16,23,30
ADK - 0992,2018,16,23,30
ADK - 1043,2018,36,43,50
ADK - 1048,2018,45,52,59
ADK - 1052,2018,46,53,60
ADK - 1054,2018,46,53,60
ADK - 1121,2018,50,57,64
ADK - 1123,2018,46,53,60
ADK - 1125,2018,46,53,60
ADK - 1196,2018,46,53,60
ADK - 1256,2018,16,23,30
ADK - 1258,2018,16,23,30
ADK - 1262,2018,16,23,30
ADK - 1266,2018,8,15,22
ADK - 1271,2018,16,23,30
ADK - 1332,2018,16,23,30
ADK - 1399,2018,16,23,30
ADK - 1400,2018,16,23,30
ADK - 1402,2018,16,23,30
ADK - 1408,2018,8,15,22
ADK - 1476,2018,57,64,71
ADK - 1483,2018,8,15,22
ADK - 1540,2018,28,35,42
ADK - 1554,2018,8,15,22
ADK - 1613,2018,28,35,42
ADK - 1617,2018,16,23,30
ADK - 1631,2018,10,17,24
ADK - 1678,2018,10,17,24
ADK - 1688,2018,16,23,30
ADK - 1694,2018,8,15,22
ADK - 1820,2018,10,17,24
ADK - 1830,2018,9,16,23
ADK - 1839,2018,10,17,24
ADK - 1902,2018,9,16,23
ADK - 1910,2018,10,17,24
ADK - 1961,2018,10,17,24
ADK - 1976,2018,9,16,23
ADK - 1981,2018,10,17,24
ADK - 2032,2018,10,17,24
ADK - 2035,2018,10,17,24
ADK - 2041,2018,23,30,37
ADK - 2049,2018,9,16,23
ADK - 2053,2018,10,17,24
ADK - 2182,2018,9,16,23
ADK - 2187,2018,2,9,16
ADK - 2265,2018,3,10,17
ADK - 2327,2018,9,16,23
ADK - 2332,2018,3,10,17
ADK - 2333,2018,3,10,17
ADK - 2336,2018,3,10,17
ADK - 2384,2018,23,30,37
ADK - 2387,2018,10,17,24
ADK - 2404,2018,3,10,17
ADK - 2452,2018,10,17,24
ADK - 2478,2018,3,10,17
ADK - 2527,2018,10,17,24
ADK - 2541,2018,2,9,16
ADK - 2542,2018,2,9,16
ADK - 2546,2018,3,10,17
ADK - 2547,2018,3,10,17
ADK - 2619,2018,54,61,68
ADK - 2621,2018,54,61,68
ADK - 2672,2018,38,45,52
ADK - 2674,2018,38,45,52
ADK - 2751,2018,16,23,30
ADK - 2753,2018,16,23,30
ADK - 2761,2018,53,60,67
ADK - 2822,2018,16,23,30
ADK - 2832,2018,52,59,66
ADK - 2888,2018,36,43,50
ADK - 2891,2018,36,43,50
ADK - 2957,2018,36,43,50
ADK - 2972,2018,3,10,17
ADK - 3032,2018,2,9,16
ADK - 3043,2018,2,9,16
ADK - 3047,2018,8,15,22
ADK - 3106,2018,36,43,50
ADK - 3111,2018,3,10,17
ADK - 3119,2018,8,15,22
ADK - 3190,2018,8,15,22
ADK - 3256,2018,8,15,22
