Station,year,julianset,juliancheck1,juliancheck2
7R309B,2020,-3,4,11
7R30A,2020,64,71,78
7R30B,2020,64,71,78
7R31A,2020,64,71,78
7R31B,2020,64,71,78
7R320A,2020,63,70,77
7R320B,2020,63,70,77
7R339A,2020,40,47,54
7R339B,2020,40,47,54
7R342,2020,41,48,55
7R343,2020,41,48,55
7R344,2020,41,48,55
7R345,2020,41,48,55
7R346,2020,41,48,55
7R347,2020,41,48,55
7R348,2020,22,29,36
7R349,2020,22,29,36
7R350,2020,22,29,36
7R351,2020,22,29,36
7R352,2020,22,29,36
7R353,2020,22,29,36
7R42A,2020,64,71,78
7R42B,2020,64,71,78
7R43A,2020,64,71,78
7R43B,2020,64,71,78
7R58A,2020,63,70,77
7R58B,2020,63,70,77
7R59A,2020,62,69,76
7R59B,2020,62,69,76
7R60A,2020,62,69,76
7R60B,2020,62,69,76
7R674,2020,-4,3,10
7R675,2020,-4,3,10
7R676,2020,-4,3,10
7R677,2020,-4,3,10
7R678,2020,-4,3,10
7R681,2020,-14,-7,0
7R682,2020,-4,3,10
7R683,2020,-4,3,10
7R684,2020,-4,3,10
7R686,2020,-4,3,10
7R687,2020,-4,3,10
7R688,2020,-4,3,10
7R689,2020,-4,3,10
7R690,2020,-4,3,10
7R692,2020,-4,3,10
7R693,2020,-4,3,10
7R695,2020,-4,3,10
7R696,2020,-4,3,10
7R71A,2020,63,70,77
7R71B,2020,63,70,77
7R72A,2020,63,70,77
7R72B,2020,63,70,77
7R73A,2020,62,69,76
7R73B,2020,62,69,76
7R74A,2020,62,69,76
7R74B,2020,62,69,76
7R87A,2020,63,70,77
7R87B,2020,63,70,77
7R88A,2020,63,70,77
7R88B,2020,63,70,77
7R89A,2020,62,69,76
7R89B,2020,62,69,76
7R90A,2020,62,69,76
7R90B,2020,62,69,76
8R100A,2020,23,30,37
8R100B,2020,23,30,37
8R134A,2020,43,50,57
8R134B,2020,43,50,57
8R137A,2020,23,30,37
8R137B,2020,23,30,37
8R138A,2020,23,30,37
8R138B,2020,23,30,37
8R140A,2020,-4,3,10
8R140B,2020,-4,3,10
8R141A,2020,-4,3,10
8R141B,2020,-4,3,10
8R1801A,2020,41,48,55
8R1801B,2020,41,48,55
8R1802A,2020,41,48,55
8R1802B,2020,41,48,55
8R1804A,2020,41,48,55
8R1804B,2020,41,48,55
8R1819A,2020,21,28,35
8R1819B,2020,21,28,35
8R182,2020,42,49,56
8R1822A,2020,63,70,77
8R1822B,2020,63,70,77
8R1838A,2020,43,50,57
8R1838B,2020,43,50,57
8R1844A,2020,21,28,35
8R1844B,2020,21,28,35
8R1848A,2020,-4,3,10
8R1848B,2020,-4,3,10
8R1849A,2020,-4,3,10
8R1849B,2020,-4,3,10
8R1851A,2020,-4,3,10
8R1851B,2020,-4,3,10
8R1856A,2020,-4,3,10
8R1856B,2020,-4,3,10
8R1859A,2020,43,50,57
8R1859B,2020,43,50,57
8R185A,2020,23,30,37
8R185B,2020,23,30,37
8R1860A,2020,43,50,57
8R1860B,2020,43,50,57
8R1861A,2020,43,50,57
8R1861B,2020,43,50,57
8R186A,2020,23,30,37
8R186B,2020,23,30,37
8R19A,2020,41,48,55
8R19B,2020,41,48,55
8R2019A,2020,43,50,57
8R2019B,2020,43,50,57
8R294,2020,42,49,56
8R296,2020,22,29,36
8R297,2020,42,49,56
8R298,2020,42,49,56
8R299,2020,42,49,56
8R29A,2020,41,48,55
8R29B,2020,41,48,55
8R30A,2020,41,48,55
8R30B,2020,41,48,55
8R31A,2020,21,28,35
8R31B,2020,21,28,35
8R326,2020,42,49,56
8R327,2020,42,49,56
8R330,2020,42,49,56
8R331,2020,42,49,56
8R332,2020,42,49,56
8R335,2020,22,29,36
8R336,2020,22,29,36
8R356,2020,42,49,56
8R357,2020,42,49,56
8R358,2020,22,29,36
8R359,2020,22,29,36
8R360,2020,22,29,36
8R377,2020,22,29,36
8R390,2020,22,29,36
8R405,2020,65,72,79
8R406,2020,22,29,36
8R407,2020,22,29,36
8R421,2020,22,29,36
8R44A,2020,63,70,77
8R44B,2020,63,70,77
8R454,2020,65,72,79
8R455,2020,65,72,79
8R456,2020,65,72,79
8R45A,2020,63,70,77
8R45B,2020,63,70,77
8R467,2020,65,72,79
8R468,2020,65,72,79
8R496,2020,-3,4,11
8R498,2020,2,9,16
8R507,2020,-3,4,11
8R508,2020,-3,4,11
8R509,2020,-3,4,11
8R511,2020,2,9,16
8R519,2020,-3,4,11
8R520,2020,-3,4,11
8R521,2020,2,9,16
8R522,2020,2,9,16
8R524,2020,2,9,16
8R525,2020,2,9,16
8R528,2020,2,9,16
8R529,2020,2,9,16
8R536,2020,2,9,16
8R537,2020,2,9,16
8R606,2020,2,9,16
8R607,2020,2,9,16
8R617,2020,-3,4,11
8R618,2020,-3,4,11
8R619,2020,-3,4,11
8R625,2020,-3,4,11
8R626,2020,-13,-6,1
8R635,2020,65,72,79
8R636,2020,64,71,78
8R637,2020,-3,4,11
8R644,2020,65,72,79
8R645,2020,65,72,79
8R646,2020,65,72,79
8R647,2020,64,71,78
8R648,2020,64,71,78
8R655,2020,65,72,79
8R656,2020,64,71,78
8R657,2020,64,71,78
8R65A,2020,63,70,77
8R65B,2020,63,70,77
8R661,2020,64,71,78
8R72A,2020,21,28,35
8R72B,2020,21,28,35
8R73A,2020,21,28,35
8R73B,2020,21,28,35
8R74A,2020,21,28,35
8R74B,2020,21,28,35
8R95A,2020,63,70,77
8R95B,2020,63,70,77
8R96A,2020,63,70,77
8R96B,2020,63,70,77
8R99A,2020,23,30,37
8R99B,2020,23,30,37
9R100A,2020,23,30,37
9R100B,2020,23,30,37
9R101A,2020,44,51,58
9R101B,2020,44,51,58
9R102A,2020,44,51,58
9R102B,2020,44,51,58
9R104A,2020,24,31,38
9R104B,2020,24,31,38
9R115A,2020,23,30,37
9R115B,2020,23,30,37
9R116A,2020,23,30,37
9R116B,2020,23,30,37
9R117A,2020,23,30,37
9R117B,2020,23,30,37
9R118A,2020,23,30,37
9R118B,2020,23,30,37
9R119A,2020,43,50,57
9R119B,2020,43,50,57
9R11A,2020,-4,3,10
9R11B,2020,-4,3,10
9R120A,2020,44,51,58
9R120B,2020,44,51,58
9R12A,2020,-4,3,10
9R12B,2020,-4,3,10
9R133A,2020,23,30,37
9R133B,2020,23,30,37
9R134A,2020,23,30,37
9R134B,2020,23,30,37
9R135A,2020,24,31,38
9R135B,2020,24,31,38
9R136A,2020,24,31,38
9R136B,2020,24,31,38
9R137A,2020,43,50,57
9R137B,2020,43,50,57
9R148A,2020,24,31,38
9R148B,2020,24,31,38
9R17A,2020,-4,3,10
9R17B,2020,-4,3,10
9R18A,2020,-4,3,10
9R18B,2020,-4,3,10
9R19A,2020,-4,3,10
9R19B,2020,-4,3,10
9R1A,2020,64,71,78
9R1B,2020,64,71,78
9R269A,2020,40,47,54
9R273A,2020,40,47,54
9R274A,2020,40,47,54
9R275A,2020,40,47,54
9R278A,2020,41,48,55
9R279A,2020,41,48,55
9R283A,2020,41,48,55
9R284A,2020,41,48,55
9R290A,2020,41,48,55
9R291A,2020,41,48,55
9R296A,2020,3,10,17
9R297A,2020,3,10,17
9R298A,2020,3,10,17
9R299A,2020,3,10,17
9R2A,2020,65,72,79
9R2B,2020,65,72,79
9R300A,2020,3,10,17
9R301A,2020,3,10,17
9R302A,2020,3,10,17
9R303A,2020,3,10,17
9R335A,2020,44,51,58
9R335B,2020,44,51,58
9R336A,2020,-4,3,10
9R336B,2020,-4,3,10
9R340A,2020,40,47,54
9R34A,2020,22,29,36
9R34B,2020,22,29,36
9R354A,2020,40,47,54
9R35A,2020,22,29,36
9R35B,2020,22,29,36
9R36A,2020,22,29,36
9R36B,2020,22,29,36
9R3A,2020,64,71,78
9R3B,2020,64,71,78
9R46A,2020,21,28,35
9R46B,2020,21,28,35
9R47A,2020,21,28,35
9R47B,2020,21,28,35
9R48A,2020,21,28,35
9R48B,2020,21,28,35
9R49A,2020,-3,4,11
9R49B,2020,-3,4,11
9R4A,2020,65,72,79
9R4B,2020,65,72,79
9R50A,2020,2,9,16
9R50B,2020,2,9,16
9R51A,2020,42,49,56
9R51B,2020,42,49,56
9R52A,2020,43,50,57
9R52B,2020,43,50,57
9R53A,2020,65,72,79
9R53B,2020,65,72,79
9R54A,2020,66,73,80
9R54B,2020,66,73,80
9R63A,2020,-3,4,11
9R63B,2020,-3,4,11
9R64A,2020,2,9,16
9R64B,2020,2,9,16
9R65A,2020,63,70,77
9R65B,2020,63,70,77
9R66A,2020,63,70,77
9R66B,2020,63,70,77
9R67A,2020,42,49,56
9R67B,2020,42,49,56
9R68A,2020,43,50,57
9R68B,2020,43,50,57
9R69A,2020,65,72,79
9R69B,2020,65,72,79
9R6A,2020,65,72,79
9R6B,2020,64,71,78
9R70A,2020,66,73,80
9R70B,2020,66,73,80
9R79A,2020,-3,4,11
9R79B,2020,-3,4,11
9R7A,2020,64,71,78
9R7B,2020,64,71,78
9R80A,2020,2,9,16
9R80B,2020,2,9,16
9R81A,2020,62,69,76
9R81B,2020,62,69,76
9R82A,2020,63,70,77
9R82B,2020,63,70,77
9R83A,2020,42,49,56
9R83B,2020,42,49,56
9R84A,2020,42,49,56
9R84B,2020,42,49,56
9R85A,2020,66,73,80
9R85B,2020,66,73,80
9R86A,2020,66,73,80
9R86B,2020,66,73,80
9R97A,2020,62,69,76
9R97B,2020,62,69,76
9R98A,2020,62,69,76
9R98B,2020,62,69,76
9R99A,2020,23,30,37
9R99B,2020,23,30,37
4R111A,2021,28,35,42
4R111B,2021,28,35,42
4R112A,2021,28,35,42
4R112B,2021,28,35,42
4R113A,2021,70,77,84
4R113B,2021,70,77,84
4R114A,2021,71,78,85
4R114B,2021,71,78,85
4R132A,2021,71,78,85
4R132B,2021,71,78,85
4R146A,2021,26,33,40
4R146B,2021,26,33,40
4R147A,2021,26,33,40
4R147B,2021,26,33,40
4R154A,2021,28,35,42
4R154B,2021,28,35,42
4R155A,2021,27,34,41
4R155B,2021,27,34,41
4R156A,2021,26,33,40
4R156B,2021,26,33,40
4R157A,2021,26,33,40
4R157B,2021,26,33,40
4R15A,2021,48,55,62
4R15B,2021,48,55,62
4R161A,2021,28,35,42
4R161B,2021,28,35,42
4R162A,2021,27,34,41
4R162B,2021,27,34,41
4R163A,2021,27,34,41
4R163B,2021,27,34,41
4R164A,2021,6,13,20
4R164B,2021,6,13,20
4R165A,2021,6,13,20
4R165B,2021,6,13,20
4R166A,2021,25,32,39
4R166B,2021,25,32,39
4R167A,2021,25,32,39
4R167B,2021,25,32,39
4R16A,2021,49,56,63
4R16B,2021,49,56,63
4R171A,2021,27,34,41
4R171B,2021,27,34,41
4R172A,2021,6,13,20
4R172B,2021,6,13,20
4R173A,2021,6,13,20
4R173B,2021,6,13,20
4R177A,2021,5,12,19
4R177B,2021,5,12,19
4R178A,2021,5,12,19
4R178B,2021,5,12,19
4R182A,2021,25,32,39
4R182B,2021,25,32,39
4R183A,2021,25,32,39
4R183B,2021,25,32,39
4R187A,2021,5,12,19
4R187B,2021,5,12,19
4R188A,2021,5,12,19
4R188B,2021,5,12,19
4R189A,2021,7,14,21
4R189B,2021,7,14,21
4R190A,2021,7,14,21
4R190B,2021,7,14,21
4R194A,2021,4,11,18
4R194B,2021,4,11,18
4R195A,2021,4,11,18
4R195B,2021,4,11,18
4R196A,2021,7,14,21
4R196B,2021,7,14,21
4R197A,2021,7,14,21
4R197B,2021,7,14,21
4R204A,2021,4,11,18
4R204B,2021,4,11,18
4R205A,2021,4,11,18
4R205B,2021,4,11,18
4R310A,2021,47,54,61
4R310B,2021,47,54,61
4R311A,2021,47,54,61
4R311B,2021,47,54,61
4R312A,2021,48,55,62
4R312B,2021,48,55,62
4R313A,2021,47,54,61
4R313B,2021,47,54,61
4R314A,2021,47,54,61
4R314B,2021,47,54,61
4R315A,2021,48,55,62
4R315B,2021,48,55,62
4R316A,2021,48,55,62
4R316B,2021,48,55,62
4R317A,2021,49,56,63
4R317B,2021,49,56,63
4R318A,2021,68,75,82
4R318B,2021,68,75,82
4R319A,2021,69,76,83
4R319B,2021,69,76,83
4R32A,2021,49,56,63
4R32B,2021,49,56,63
4R338A,2021,68,75,82
4R338B,2021,68,75,82
4R33A,2021,68,75,82
4R33B,2021,68,75,82
4R44A,2021,49,56,63
4R44B,2021,49,56,63
4R45A,2021,68,75,82
4R45B,2021,68,75,82
4R61A,2021,69,76,83
4R61B,2021,69,76,83
4R62A,2021,69,76,83
4R62B,2021,69,76,83
4R75A,2021,46,53,60
4R75B,2021,46,53,60
4R76A,2021,46,53,60
4R76B,2021,46,53,60
4R77A,2021,69,76,83
4R77B,2021,69,76,83
4R78A,2021,70,77,84
4R78B,2021,70,77,84
4R91A,2021,46,53,60
4R91B,2021,46,53,60
4R92A,2021,46,53,60
4R92B,2021,46,53,60
4R93A,2021,70,77,84
4R93B,2021,70,77,84
4R94A,2021,70,77,84
4R94B,2021,70,77,84
4R95A,2021,71,78,85
4R95B,2021,71,78,85
4R96A,2021,71,78,85
4R96B,2021,71,78,85
6R213A,2021,25,32,39
6R241A,2021,68,75,82
6R242A,2021,68,75,82
6R243A,2021,68,75,82
6R246A,2021,68,75,82
6R247A,2021,68,75,82
6R248A,2021,68,75,82
6R249A,2021,46,53,60
6R250A,2021,46,53,60
6R251A,2021,46,53,60
6R252A,2021,46,53,60
6R253A,2021,46,53,60
6R254A,2021,46,53,60
6R255A,2021,26,33,40
6R256A,2021,26,33,40
6R257A,2021,26,33,40
6R258A,2021,26,33,40
6R259A,2021,26,33,40
6R259B,2021,26,33,40
6R260A,2021,26,33,40
6R261A,2021,5,12,19
6R262A,2021,5,12,19
6R263A,2021,5,12,19
6R264A,2021,5,12,19
6R264B,2021,5,12,19
6R265A,2021,5,12,19
6R266A,2021,5,12,19
6R490,2021,25,32,39
6R491,2021,25,32,39
6R501,2021,4,11,18
6R502,2021,4,11,18
6R503,2021,25,32,39
6R504,2021,25,32,39
6R505,2021,25,32,39
6R515,2021,4,11,18
6R516,2021,4,11,18
6R530,2021,68,75,82
6R531,2021,68,75,82
6R532,2021,68,75,82
6R538,2021,68,75,82
6R539,2021,68,75,82
6R540,2021,68,75,82
6R544,2021,46,53,60
6R545,2021,46,53,60
6R546,2021,46,53,60
6R555,2021,46,53,60
6R556,2021,46,53,60
6R557,2021,46,53,60
6R594,2021,26,33,40
6R595,2021,26,33,40
6R596,2021,26,33,40
6R597,2021,26,33,40
6R599,2021,26,33,40
6R600,2021,5,12,19
6R601,2021,5,12,19
6R602,2021,5,12,19
6R604,2021,5,12,19
6R605,2021,5,12,19
7R109A,2021,28,35,42
7R109B,2021,29,36,43
7R110A,2021,28,35,42
7R110B,2021,28,35,42
7R123,2021,26,33,40
7R124,2021,26,33,40
7R125,2021,26,33,40
7R131A,2021,28,35,42
7R131B,2021,28,35,42
7R143A,2021,27,34,41
7R143B,2021,27,34,41
7R144A,2021,28,35,42
7R144B,2021,28,35,42
7R145A,2021,28,35,42
7R145B,2021,28,35,42
7R149,2021,26,33,40
7R151A,2021,27,34,41
7R151B,2021,27,34,41
7R152A,2021,27,34,41
7R152B,2021,27,34,41
7R153A,2021,28,35,42
7R153B,2021,28,35,42
7R159A,2021,27,34,41
7R159B,2021,27,34,41
7R160A,2021,27,34,41
7R160B,2021,27,34,41
7R174,2021,47,54,61
7R175,2021,47,54,61
7R179,2021,47,54,61
7R180A,2021,47,54,61
7R180B,2021,47,54,61
7R181A,2021,47,54,61
7R181B,2021,47,54,61
7R184,2021,47,54,61
7R185A,2021,47,54,61
7R185B,2021,47,54,61
7R186A,2021,47,54,61
7R186B,2021,47,54,61
7R198,2021,47,54,61
7R201A,2021,48,55,62
7R201B,2021,48,55,62
7R202A,2021,48,55,62
7R202B,2021,48,55,62
7R203A,2021,48,55,62
7R203B,2021,48,55,62
7R206A,2021,48,55,62
7R206B,2021,48,55,62
7R207A,2021,48,55,62
7R207B,2021,48,55,62
7R208A,2021,48,55,62
7R208B,2021,48,55,62
7R209A,2021,48,55,62
7R209B,2021,48,55,62
7R210A,2021,48,55,62
7R210B,2021,48,55,62
7R214,2021,70,77,84
7R215,2021,70,77,84
7R226,2021,70,77,84
7R228,2021,70,77,84
7R229,2021,70,77,84
7R230,2021,70,77,84
7R24A,2021,6,13,20
7R24B,2021,6,13,20
7R25A,2021,6,13,20
7R25B,2021,6,13,20
7R304A,2021,71,78,85
7R304B,2021,71,78,85
7R305A,2021,71,78,85
7R305B,2021,71,78,85
7R306A,2021,71,78,85
7R306B,2021,71,78,85
7R307A,2021,71,78,85
7R307B,2021,71,78,85
7R308A,2021,71,78,85
7R308B,2021,71,78,85
7R309A,2021,71,78,85
7R309B,2021,71,78,85
7R30A,2021,6,13,20
7R30B,2021,6,13,20
7R31A,2021,6,13,20
7R31B,2021,6,13,20
7R320A,2021,4,11,18
7R320B,2021,4,11,18
7R339A,2021,27,34,41
7R339B,2021,27,34,41
7R342,2021,26,33,40
7R343,2021,26,33,40
7R344,2021,26,33,40
7R345,2021,26,33,40
7R346,2021,26,33,40
7R347,2021,26,33,40
7R348,2021,47,54,61
7R349,2021,47,54,61
7R350,2021,47,54,61
7R351,2021,47,54,61
7R352,2021,47,54,61
7R353,2021,47,54,61
7R42A,2021,6,13,20
7R42B,2021,6,13,20
7R43A,2021,6,13,20
7R43B,2021,6,13,20
7R58A,2021,4,11,18
7R58B,2021,4,11,18
7R59A,2021,5,12,19
7R59B,2021,5,12,19
7R60A,2021,5,12,19
7R60B,2021,5,12,19
7R674,2021,69,76,83
7R675,2021,69,76,83
7R676,2021,69,76,83
7R677,2021,69,76,83
7R678,2021,69,76,83
7R681,2021,68,75,82
7R682,2021,68,75,82
7R683,2021,68,75,82
7R684,2021,68,75,82
7R686,2021,69,76,83
7R687,2021,69,76,83
7R688,2021,68,75,82
7R689,2021,70,77,84
7R690,2021,70,77,84
7R692,2021,69,76,83
7R693,2021,69,76,83
7R695,2021,70,77,84
7R696,2021,70,77,84
7R71A,2021,4,11,18
7R71B,2021,4,11,18
7R72A,2021,4,11,18
7R72B,2021,4,11,18
7R73A,2021,5,12,19
7R73B,2021,6,13,20
7R74A,2021,5,12,19
7R74B,2021,5,12,19
7R87A,2021,4,11,18
7R87B,2021,4,11,18
7R88A,2021,4,11,18
7R88B,2021,4,11,18
7R89A,2021,5,12,19
7R89B,2021,5,12,19
7R90A,2021,5,12,19
7R90B,2021,5,12,19
8R100A,2021,41,48,55
8R100B,2021,41,48,55
8R134A,2021,21,28,35
8R134B,2021,21,28,35
8R137A,2021,41,48,55
8R137B,2021,41,48,55
8R138A,2021,41,48,55
8R138B,2021,41,48,55
8R140A,2021,62,69,76
8R140B,2021,62,69,76
8R141A,2021,62,69,76
8R141B,2021,62,69,76
8R1801A,2021,19,26,33
8R1801B,2021,19,26,33
8R1802A,2021,19,26,33
8R1802B,2021,19,26,33
8R1804A,2021,19,26,33
8R1804B,2021,19,26,33
8R1819A,2021,39,46,53
8R1819B,2021,39,46,53
8R182,2021,20,27,34
8R1822A,2021,-5,2,9
8R1822B,2021,-5,2,9
8R1838A,2021,21,28,35
8R1838B,2021,21,28,35
8R1844A,2021,39,46,53
8R1844B,2021,39,46,53
8R1848A,2021,62,69,76
8R1848B,2021,62,69,76
8R1849A,2021,62,69,76
8R1849B,2021,62,69,76
8R1851A,2021,62,69,76
8R1851B,2021,62,69,76
8R1856A,2021,62,69,76
8R1856B,2021,62,69,76
8R1859A,2021,21,28,35
8R1859B,2021,21,28,35
8R185A,2021,41,48,55
8R185B,2021,41,48,55
8R1860A,2021,21,28,35
8R1860B,2021,21,28,35
8R1861A,2021,21,28,35
8R1861B,2021,21,28,35
8R186A,2021,41,48,55
8R186B,2021,41,48,55
8R19A,2021,19,26,33
8R19B,2021,19,26,33
8R2019A,2021,21,28,35
8R2019B,2021,21,28,35
8R294,2021,20,27,34
8R296,2021,40,47,54
8R297,2021,20,27,34
8R298,2021,20,27,34
8R299,2021,20,27,34
8R29A,2021,19,26,33
8R29B,2021,19,26,33
8R30A,2021,19,26,33
8R30B,2021,19,26,33
8R31A,2021,39,46,53
8R31B,2021,39,46,53
8R326,2021,20,27,34
8R327,2021,20,27,34
8R330,2021,20,27,34
8R331,2021,20,27,34
8R332,2021,20,27,34
8R335,2021,40,47,54
8R336,2021,40,47,54
8R356,2021,20,27,34
8R357,2021,20,27,34
8R358,2021,40,47,54
8R359,2021,40,47,54
8R360,2021,40,47,54
8R377,2021,40,47,54
8R390,2021,40,47,54
8R405,2021,-3,4,11
8R406,2021,40,47,54
8R407,2021,40,47,54
8R421,2021,40,47,54
8R44A,2021,-5,2,9
8R44B,2021,-5,2,9
8R454,2021,-3,4,11
8R455,2021,-3,4,11
8R456,2021,-3,4,11
8R45A,2021,-5,2,9
8R45B,2021,-5,2,9
8R467,2021,-3,4,11
8R468,2021,-3,4,11
8R496,2021,63,70,77
8R498,2021,63,70,77
8R507,2021,63,70,77
8R508,2021,63,70,77
8R509,2021,63,70,77
8R511,2021,63,70,77
8R519,2021,63,70,77
8R520,2021,63,70,77
8R521,2021,63,70,77
8R522,2021,63,70,77
8R524,2021,64,71,78
8R525,2021,64,71,78
8R528,2021,64,71,78
8R529,2021,64,71,78
8R536,2021,64,71,78
8R537,2021,64,71,78
8R606,2021,63,70,77
8R607,2021,63,70,77
8R617,2021,65,72,79
8R618,2021,65,72,79
8R619,2021,65,72,79
8R625,2021,65,72,79
8R626,2021,65,72,79
8R635,2021,-4,3,10
8R636,2021,-4,3,10
8R637,2021,65,72,79
8R644,2021,-4,3,10
8R645,2021,-4,3,10
8R646,2021,-4,3,10
8R647,2021,-4,3,10
8R648,2021,-4,3,10
8R655,2021,-4,3,10
8R656,2021,-4,3,10
8R657,2021,-4,3,10
8R65A,2021,-5,2,9
8R65B,2021,-5,2,9
8R661,2021,-4,3,10
8R72A,2021,39,46,53
8R72B,2021,39,46,53
8R73A,2021,39,46,53
8R73B,2021,39,46,53
8R74A,2021,39,46,53
8R74B,2021,39,46,53
8R95A,2021,-5,2,9
8R95B,2021,-5,2,9
8R96A,2021,-5,2,9
8R96B,2021,-5,2,9
8R99A,2021,41,48,55
8R99B,2021,41,48,55
9R100A,2021,46,53,60
9R100B,2021,46,53,60
9R101A,2021,27,34,41
9R101B,2021,27,34,41
9R102A,2021,27,34,41
9R102B,2021,27,34,41
9R104A,2021,49,56,63
9R104B,2021,47,54,61
9R115A,2021,46,53,60
9R115B,2021,46,53,60
9R116A,2021,46,53,60
9R116B,2021,46,53,60
9R117A,2021,52,59,66
9R117B,2021,49,56,63
9R118A,2021,47,54,61
9R118B,2021,47,54,61
9R119A,2021,26,33,40
9R119B,2021,26,33,40
9R11A,2021,72,79,86
9R11B,2021,72,79,86
9R120A,2021,27,34,41
9R120B,2021,27,34,41
9R12A,2021,72,79,86
9R12B,2021,72,79,86
9R133A,2021,46,53,60
9R133B,2021,46,53,60
9R134A,2021,46,53,60
9R134B,2021,46,53,60
9R135A,2021,47,54,61
9R135B,2021,49,56,63
9R136A,2021,47,54,61
9R136B,2021,49,56,63
9R137A,2021,26,33,40
9R137B,2021,26,33,40
9R148A,2021,47,54,61
9R148B,2021,47,54,61
9R17A,2021,71,78,85
9R17B,2021,71,78,85
9R18A,2021,71,78,85
9R18B,2021,71,78,85
9R19A,2021,72,79,86
9R19B,2021,72,79,86
9R1A,2021,4,11,18
9R1B,2021,4,11,18
9R269A,2021,28,35,42
9R273A,2021,28,35,42
9R274A,2021,28,35,42
9R275A,2021,28,35,42
9R278A,2021,29,36,43
9R279A,2021,29,36,43
9R283A,2021,29,36,43
9R284A,2021,29,36,43
9R290A,2021,29,36,43
9R291A,2021,29,36,43
9R296A,2021,70,77,84
9R297A,2021,70,77,84
9R298A,2021,70,77,84
9R299A,2021,70,77,84
9R2A,2021,4,11,18
9R2B,2021,4,11,18
9R300A,2021,70,77,84
9R301A,2021,70,77,84
9R302A,2021,70,77,84
9R303A,2021,70,77,84
9R335A,2021,27,34,41
9R335B,2021,27,34,41
9R336A,2021,71,78,85
9R336B,2021,71,78,85
9R340A,2021,28,35,42
9R34A,2021,49,56,63
9R34B,2021,49,56,63
9R354A,2021,28,35,42
9R35A,2021,49,56,63
9R35B,2021,49,56,63
9R36A,2021,49,56,63
9R36B,2021,49,56,63
9R3A,2021,4,11,18
9R3B,2021,4,11,18
9R46A,2021,48,55,62
9R46B,2021,48,55,62
9R47A,2021,48,55,62
9R47B,2021,48,55,62
9R48A,2021,48,55,62
9R48B,2021,48,55,62
9R49A,2021,68,75,82
9R49B,2021,68,75,82
9R4A,2021,4,11,18
9R4B,2021,4,11,18
9R50A,2021,69,76,83
9R50B,2021,69,76,83
9R51A,2021,25,32,39
9R51B,2021,25,32,39
9R52A,2021,26,33,40
9R52B,2021,26,33,40
9R53A,2021,5,12,19
9R53B,2021,5,12,19
9R54A,2021,5,12,19
9R54B,2021,5,12,19
9R63A,2021,68,75,82
9R63B,2021,68,75,82
9R64A,2021,69,76,83
9R64B,2021,69,76,83
9R65A,2021,7,14,21
9R65B,2021,7,14,21
9R66A,2021,7,14,21
9R66B,2021,7,14,21
9R67A,2021,25,32,39
9R67B,2021,25,32,39
9R68A,2021,26,33,40
9R68B,2021,26,33,40
9R69A,2021,5,12,19
9R69B,2021,5,12,19
9R6A,2021,4,11,18
9R6B,2021,4,11,18
9R70A,2021,5,12,19
9R70B,2021,5,12,19
9R79A,2021,68,75,82
9R79B,2021,68,75,82
9R7A,2021,4,11,18
9R7B,2021,4,11,18
9R80A,2021,68,75,82
9R80B,2021,68,75,82
9R81A,2021,7,14,21
9R81B,2021,7,14,21
9R82A,2021,7,14,21
9R82B,2021,7,14,21
9R83A,2021,25,32,39
9R83B,2021,25,32,39
9R84A,2021,25,32,39
9R84B,2021,25,32,39
9R85A,2021,5,12,19
9R85B,2021,5,12,19
9R86A,2021,5,12,19
9R86B,2021,5,12,19
9R97A,2021,7,14,21
9R97B,2021,7,14,21
9R98A,2021,7,14,21
9R98B,2021,7,14,21
9R99A,2021,46,53,60
9R99B,2021,46,53,60
